N,R,E
394,18.7409601929783,10.326866666886662
395,18.818127212133803,9.25996053502545
396,17.61793693956887,9.49970425714971
397,16.721080023460612,9.40529306707222
398,17.40495651039882,8.34374998186289
399,19.087391402814784,10.44405114551388
400,17.736565370697697,10.540796523008918
401,19.27283748757925,9.115553330935738
402,18.483062235515003,9.352014462246082
403,17.602146199386805,8.883473063344471
404,16.64225591340472,9.60029537534513
405,17.542772592366948,9.264104979447504
406,18.963357644989095,9.57261602157508
407,18.338833923469785,9.117787123566096
408,17.887243894845906,9.586812343253662
409,17.89388340504504,9.383870526255151
410,19.863385283312642,10.548951812267678
411,17.275283726308164,9.945361627276702
412,17.769207926995826,7.904290110039017
413,16.926759215198672,9.160222196835276
414,17.979206484450053,8.486201478364997
415,18.919412090632562,9.728638373702392
416,19.406295336266865,8.97717429566803
417,17.81322035156265,9.646039213777902
418,18.44607586030761,8.784059893314405
419,19.893200572112598,8.49665679592132
420,17.54674954418156,8.462428507119094
421,18.59018348189067,9.616606932319515
422,18.441581816642522,8.526848227867122
423,16.698763598669427,10.239765974792123
424,17.780607238534103,8.884171671646074
425,16.114707934636915,9.038216088541123
426,18.87832773545614,10.746386803564931
427,17.792710339930387,9.382092162568412
428,17.160878825021378,9.694291120678306
429,19.604617275406508,10.428114465217622
430,17.88533057115633,10.065589891509854
431,20.862686541432744,10.894300958604926
432,18.20059137911024,9.004768635848711
433,19.108427609709807,9.959250686036816
434,19.003912736976094,9.632227867541953
435,17.84591161690203,9.68238983657126
436,19.30580697478882,10.395127475058556
437,18.508441242776023,9.08966329356234
438,17.410596919141906,7.957375576680923
439,19.513085483625066,9.899590388386182
440,17.141185725292125,9.851982006193065
441,16.948707229270074,10.164582455224277
442,19.886673828178555,10.455879020539331
443,18.100577846278167,9.350014569354013
444,18.32560619154964,9.357022992884005
445,16.956482842707413,10.996929867059205
446,16.449480050018984,9.430204247250835
447,17.4527111090667,9.154611061803466
448,17.280697664086563,8.226254501585613
449,18.96752376557288,10.750133609609332
450,17.71693435938583,8.876448573290213
451,19.663515925726667,8.686173084453282
452,18.33400811436264,10.230483269479977
453,20.17891412810299,9.91309935674772
454,20.436047216167363,9.366517705121998
455,19.971667407161377,10.719786657742087
456,18.983174437043896,9.51396232784694
457,17.94918578340812,10.56479990391805
458,18.394190455608403,9.095619553259295
459,19.543587636887253,9.10157481439892
460,17.43764472485849,9.152476818550864
461,19.806710288615875,9.741723144201258
462,18.233201462494552,10.229656302748761
463,19.190019627189006,9.953420425923028
464,21.59720008803007,11.68146214483315
465,19.66876323901411,9.145553573955123
466,17.998266979271552,10.491091916492387
467,18.18742662167497,8.845320119136478
468,19.628148262278653,10.21289154705696
469,18.51030842014164,10.603403557968823
470,19.063611343182764,10.730540982710712
471,18.041796974852073,9.476734539776917
472,18.583555089701743,9.730261817150685
473,18.847998209670454,9.851420868237332
474,19.437876377568706,11.016834915240402
475,19.623870699588853,10.933560067675865
476,21.022098212504822,10.888163325889249
477,18.741111728151317,10.181769910230669
478,21.60433170508011,9.96320129740632
479,19.7441066024396,11.032767423281246
480,22.031573639771985,12.004826553718187
481,20.700832060484377,10.838833310078094
482,18.686614507895616,9.047571089283473
483,20.302341528725286,10.40303214142428
484,18.828884473571293,10.084038901933836
485,18.978618323371787,9.373375432635479
486,20.660527930726303,9.74238222817782
487,18.124819867039403,7.913015470428923
488,19.999672221209853,10.8181903364014
489,19.71730000575444,8.869631406541469
490,19.988704685413616,10.214509378786484
491,19.903283289228533,10.638980564499747
492,19.337445835636025,9.907765663325982
493,19.064915037945575,10.618112108179867
494,21.066970005304395,10.768686203226512
495,19.057151718843862,10.95642359753474
496,19.851131499294965,11.135165197682353
497,19.577916733926443,10.245107521301927
498,18.848044102607478,10.756335149167914
499,20.500295963506073,12.864884144940568
